permalink,telep,orsz_fidesz_pc,orsz_lmp_pc,orsz_mszp_pc,orsz_dk_pc,orsz_jobbik_pc,orsz_momentum_pc,orsz_egyutt_pc,orsz_mkkp_pc,orsz_egyeb_pc,jobbik_2019_perc,fidesz_2019_perc,momentum_2019_perc,mi_hazank_2019_perc,mszp_2019_perc,lmp_2019_perc,dk_2019_perc,munkaspart_2019_perc,mkkp_2019_perc,Győztes,Győztes color,Győztes %,Második,Második color,Második %,Harmadik,Harmadik color,Harmadik %,Maradék %,Maradék color,Győztes 2019,Győztes color 2019,Győztes % 2019,Második 2019,Második color 2019,Második % 2019,Harmadik 2019,Harmadik color 2019,Harmadik % 2019,Maradék % 2019,Maradék color 2019
monor,Monor,0.500180018,0.068226823,0.094509451,0.043654365,0.224122412,0.029162916,0.005940594,0.022412241,0.011791179,0.062434964,0.591050989,0.079257718,0.032258065,0.043704475,0.017689906,0.138744364,0.003121748,0.031737773,Fidesz-KDNP,#FFA500,0.644662921,JOBBIK,#A8A8A8,0.214653558,DK,#0000CE,0.140683521,0,#FFCAD2,Fidesz-KDNP,#FFA500,1,N/A,#FFFFFF,0,N/A,#FFFFFF,0,0,#FFCAD2
mor,Mór,0.531589633,0.057327123,0.095903499,0.034037979,0.230144512,0.026274931,0.002985788,0.011465425,0.01027111,0.072597865,0.553914591,0.08202847,0.064234875,0.052491103,0.01797153,0.134163701,0.003380783,0.019217082,Fidesz-KDNP,#FFA500,0.818493885,JOBBIK,#A8A8A8,0.181506115,N/A,#FFFFFF,0,0,#FFCAD2,Fidesz-KDNP,#FFA500,0.675069297,MVJE-MMM-JOBBIK-MOMENTUM-MSZP-PÁRBESZÉD-LMP-DK,#AAF624,0.273802175,Mi Hazánk,#4C924C,0.051128528,0,#FFCAD2
mosonmagyarovar,Mosonmagyaróvár,0.469580917,0.085184375,0.114180983,0.063245432,0.197669329,0.030966189,0.005306926,0.023361418,0.010504432,0.057953144,0.510291188,0.083088305,0.030541592,0.054538556,0.021720573,0.209143508,0.005121882,0.027601252,Fidesz-KDNP-Nemzeti Fórum-MPKE-LABE,#FFA500,0.518568353,MSZP-SZOCIÁLDEMOKRATÁK,#FF3232,0.191200215,JOBBIK,#A8A8A8,0.145182992,0.145048439,#FFCAD2,Fidesz-KDNP,#FFA500,0.62710898,Jobbik,#A8A8A8,0.143752015,DK-MSZP,#0000CE,0.124031021,0.105107984,#FFCAD2
nagyatad,Nagyatád,0.386902773,0.05763448,0.133979285,0.075008353,0.30955563,0.014700969,0.004677581,0.006849315,0.010691614,0.148381788,0.413878223,0.065551289,0.026330225,0.071311026,0.012890839,0.246297312,0.004388371,0.010970927,Nagyatádért,#F2A175,0.444032445,Fidesz-KDNP,#FFA500,0.367555041,JOBBIK,#A8A8A8,0.188412514,0,#FFCAD2,Nagyatádért,#F2A175,0.577399132,Fidesz-KDNP,#FFA500,0.376732467,Független,#E5A3AD,0.045868401,0,#FFCAD2
nagykanizsa,Nagykanizsa,0.438269264,0.068677814,0.128288226,0.079538011,0.229822444,0.029477676,0.003826926,0.01244613,0.009653508,0.06758158,0.489539494,0.072827081,0.034339738,0.061238182,0.017932296,0.236230558,0.002744739,0.017566331,Fidesz-KDNP,#FFA500,0.501182612,JOBBIK,#A8A8A8,0.134246799,EGYÜTT-DK,#62C400,0.112715113,0.251855477,#FFCAD2,Fidesz-KDNP,#FFA500,0.546158364,ÉVE-DK-JOBBIK-MSZP-LMP-MOMENTUM,#AAF624,0.418721374,Nagykanizsáért Egyesület,#F2A175,0.035120262,0,#FFCAD2
nagykata,Nagykáta,0.48824934,0.063843157,0.090360689,0.035691844,0.263792887,0.02488375,0.00502702,0.018851326,0.009299987,0.09261242,0.581905782,0.057280514,0.049250535,0.054336188,0.014186296,0.125802998,0.004014989,0.020610278,Fidesz-KDNP,#FFA500,0.4142,Pintácsi Károly Imre,#E5A3AD,0.2495,Dr. Salibáné Dr. Pap Terézia,#E5A3AD,0.1937,0.1427,#FFCAD2,Fidesz-KDNP,#FFA500,0.576921129,Ébredj Káta,#AAF624,0.378302708,FKGP,#F2A175,0.044776164,0,#FFCAD2
nagykoros,Nagykőrös,0.542975697,0.054534677,0.090862901,0.046235922,0.218223389,0.021254975,0.002201711,0.013548988,0.010161741,0.070642733,0.571656051,0.065720903,0.035900405,0.060654314,0.018239722,0.154169079,0.003618992,0.0193978,Fidesz-KDNP,#FFA500,0.579194631,Jobb Nagykőrös,#F2A175,0.313422819,MSZP,#FF3232,0.10738255,0,#FFCAD2,Fidesz-KDNP,#FFA500,0.592560154,Jobb Nagykőrösért,#F2A175,0.247823781,Független,#E5A3AD,0.159616065,0,#FFCAD2
nyirbator,Nyírbátor,0.458655855,0.037473891,0.230249416,0.025064504,0.204447721,0.023958717,0.002948765,0.010443543,0.006757587,0.066611842,0.499725877,0.038651316,0.03125,0.22066886,0.010964912,0.117598684,0.003563596,0.010964912,Máté Antal,#E5A3AD,0.4772,Fidesz-KDNP,#FFA500,0.380689392,Baracsi Balázs János,#E5A3AD,0.0781,0.0639,#FFCAD2,NYÍRBÁTOR JÖVŐJÉÉRT EGYESÜLET-MSZP-PÁRBESZÉD-MOMENTUM-ÖSSSZEFOGÁS MEGYÉNKÉRT-DK,#AAF624,0.583927924,Fidesz-KDNP,#FFA500,0.377769807,Független,#E5A3AD,0.038302269,0,#FFCAD2
nyiregyhaza,Nyíregyháza,0.410824854,0.070116187,0.169748142,0.0617594,0.217045537,0.034913762,0.005628924,0.016944505,0.013018691,0.068841305,0.462252351,0.104262558,0.030818491,0.086551931,0.020037022,0.200820492,0.003727236,0.022688613,Fidesz-KDNP,#FFA500,0.473534945,MSZP-DK-EGYÜTT-PM-F-E--ÖSSZEFOGÁS,#FF3232,0.302979249,JOBBIK,#A8A8A8,0.105326707,0.118159099,#FFCAD2,Fidesz-KDNP,#FFA500,0.541255159,MMM-LMP-Függetlenek Egyesülete-JOBBIK-MSZP-PÁRBESZÉD-MOMENTUM-DK,#AAF624,0.458744841,N/A,#FFFFFF,0,0,#FFCAD2
oroshaza,Orosháza,0.43447389,0.063737001,0.131331768,0.037906743,0.269875881,0.028625741,0.006988706,0.01431287,0.0127474,0.111722171,0.484468887,0.073429066,0.032895407,0.082187595,0.017618902,0.166921275,0.008962216,0.02179448,Fidesz-KDNP,#FFA500,0.503239741,MSZP,#FF3232,0.258939285,JOBBIK,#A8A8A8,0.1737461,0.064074874,#FFCAD2,Fidesz-KDNP,#FFA500,0.558260094,Közösen Orosháza Városáért-JOBBIK-DK-MOMENTUM-MMM,#1D52E2,0.311859551,MSZP,#FF3232,0.110719624,0.019160731,#FFCAD2
oroszlany,Oroszlány,0.407818278,0.064976228,0.164923402,0.075858426,0.232752245,0.020073957,0.00306392,0.019651347,0.010882198,0.074958356,0.441051268,0.070146215,0.033129743,0.071441792,0.016657413,0.260410883,0.0031464,0.029057931,MSZP-DK-EGYÜTT,#FF3232,0.452183327,Fidesz-KDNP,#FFA500,0.389209672,JOBBIK,#A8A8A8,0.120894984,0.037712017,#FFCAD2,OLPK,#F2A175,0.59296196,Fidesz-KDNP,#FFA500,0.40703804,N/A,#FFFFFF,0,0,#FFCAD2
ozd,Ózd,0.430296444,0.043772263,0.113264505,0.06140192,0.307371853,0.016241019,0.003199903,0.009841212,0.01461088,0.156855576,0.46496039,0.03583181,0.040097502,0.079341865,0.011334552,0.184399756,0.011578306,0.015600244,JOBBIK,#A8A8A8,0.6444,Fidesz-KDNP,#FFA500,0.3176,MSZP-DK,#FF3232,0.0325,0.0055,#FFCAD2,Ózdiakért és Ódzért Egyesület,#F2A175,0.482636988,Fidesz-KDNP,#FFA500,0.371807644,Vitális István,#E5A3AD,0.125757303,0.019798064,#FFCAD2
paks,Paks,0.504513861,0.056962531,0.118079412,0.044499481,0.196372933,0.040664696,0.006311416,0.019094032,0.013501638,0.065062389,0.544266191,0.100415924,0.035056447,0.066250743,0.011586453,0.148841355,0.006981581,0.021538919,NP,#F2A175,0.777899824,Fidesz-KDNP,#FFA500,0.222100176,N/A,#FFFFFF,0,0,#FFCAD2,Fidesz-KDNP,#FFA500,0.646354648,PDF,#F2A175,0.353645352,N/A,#FFFFFF,0,0,#FFCAD2
papa,Pápa,0.513766842,0.051925228,0.119507909,0.051179635,0.214251478,0.02316664,0.004367045,0.013314161,0.008521063,0.082387371,0.570769777,0.062433487,0.030773324,0.054274565,0.014366797,0.162735012,0.002660518,0.019599149,Fidesz-KDNP,#FFA500,0.478588595,MSZP-EGYÜTT-PM,#FF3232,0.313087175,Független,#E5A3AD,0.164190518,0.044133712,#FFCAD2,Fidesz-KDNP,#FFA500,0.575090799,DK-JOBBIK-LMP-MSZP-MOMENTUM-PÁRBESZÉD,#AAF624,0.375712894,Független,#E5A3AD,0.049196307,0,#FFCAD2
pecel,Pécel,0.447637009,0.087974262,0.113379188,0.067672509,0.199689372,0.037497227,0.006656312,0.02429554,0.01519858,0.052423698,0.501436266,0.127468582,0.037701975,0.056373429,0.021005386,0.168402154,0.002333932,0.032854578,2119 EGYESÜLET,#F2A175,0.426015654,MSZP-DK-EGYÜTT,#FF3232,0.270406262,Fidesz-KDNP,#FFA500,0.203317182,0.100260902,#FFCAD2,2119 Egyesület,#FFA500,0.458750558,Közösség Pécelért Egyesület,#F2A175,0.420398399,Karsai András,#E5A3AD,0.048340417,0.072510626,#FFCAD2
pecs,Pécs,0.379722937,0.11074269,0.139806009,0.076723385,0.204882826,0.041606684,0.009557973,0.025664928,0.011292568,0.053648595,0.427490423,0.134263016,0.026475195,0.07695356,0.036514257,0.203083426,0.003660861,0.037910667,Fidesz-KDNP,#FFA500,0.39279641,FORUM-MSZP-EGYÜTT-PM,#FF3232,0.280207841,JOBBIK,#A8A8A8,0.122697213,0.204298536,#FFCAD2,Mindenki Pécsért Egyesület,#AAF624,0.482144178,Fidesz-KDNP-ÖPE,#FFA500,0.450885435,LMP,#62C400,0.034495692,0.032474696,#FFCAD2
pilis,Pilis,0.505425786,0.053706088,0.119551223,0.041199191,0.2225492,0.02078352,0.004414199,0.012690822,0.019679971,0.068047337,0.556213018,0.065088757,0.033859303,0.065088757,0.021367521,0.15581854,0.004602235,0.02991453,PILISIVÁLLALKOZÓK,#F2A175,0.326570048,Fidesz-KDNP,#FFA500,0.268276973,MSZP,#FF3232,0.196779388,0.208373591,#FFCAD2,Szabó Márton,#FFA500,0.439685308,Hajnal Csilla,#E5A3AD,0.367147507,DK,#0000CE,0.126734026,0.066433159,#FFCAD2
pilisvorosvar,Pilisvörösvár,0.511974022,0.078744419,0.087944798,0.06102016,0.17818969,0.038154512,0.010959275,0.020836152,0.012176972,0.038800375,0.575632615,0.117338332,0.032989691,0.040299906,0.023242737,0.140581068,0.003561387,0.027553889,VKE,#F2A175,0.530869383,Fidesz-KDNP,#FFA500,0.334313314,Független,#E5A3AD,0.085888282,0.048929021,#FFCAD2,Vörösvárért Közéleti Egyesület,#F2A175,0.503633774,Fidesz-KDNP,#FFA500,0.426077497,TEVŐ,#F2A175,0.070288729,0,#FFCAD2
pomaz,Pomáz,0.451433764,0.104806139,0.118134087,0.072596931,0.151252019,0.048364297,0.013933764,0.02766559,0.011813409,0.042955086,0.483839373,0.141597873,0.028683364,0.05946551,0.027424094,0.166643347,0.003218133,0.04617322,Fidesz-KDNP,#FFA500,0.345654878,JOBBIK,#A8A8A8,0.249866714,P.LOKÁLPATRIÓTÁK-EGYÜTT-PM-DK-MSZP,#FF3232,0.181091168,0.22338724,#FFCAD2,Fidesz-KDNP,#FFA500,0.514398622,Független,#E5A3AD,0.485601378,N/A,#FFFFFF,0,0,#FFCAD2
puspokladany,Püspökladány,0.48844376,0.038135593,0.094761171,0.035182332,0.308808423,0.013739086,0.001669235,0.008859784,0.010400616,0.119025305,0.550843486,0.06185567,0.03819119,0.054592315,0.01710403,0.130037488,0.003748828,0.024601687,Fidesz-KDNP,#FFA500,0.3549,Független,#E5A3AD,0.3461,JOBBIK,#A8A8A8,0.206228956,0.0928,#FFCAD2,Fidesz-KDNP,#FFA500,0.530174799,PÜSPÖKLADÁNY JÖVŐJÉÉRT EGYESÜL-VASÚTBARÁT ÉS ÉRTÉKŐR EGYESÜLET-JOBBIK,#A8A8A8,0.192649497,Független,#E5A3AD,0.192649497,0.084526207,#FFCAD2
rackeve,Ráckeve,0.505764796,0.061299001,0.101268255,0.050730208,0.21925442,0.024788624,0.006341276,0.01614143,0.014411991,0.061193578,0.563768555,0.073614056,0.043320206,0.053923054,0.022417449,0.155710391,0.004241139,0.021811572,Fidesz-KDNP,#FFA500,0.60061287,Dr. Czerny Róbert Károly,#E5A3AD,0.2799,Agócs Zoltán,#E5A3AD,0.1195,0,#FFCAD2,Szadai József,#E5A3AD,0.381699286,Fidesz-KDNP,#FFA500,0.254466191,KEVE Egyesület,#F2A175,0.246073269,0.117761254,#FFCAD2
sajoszentpeter,Sajószentpéter,0.372722149,0.043396581,0.170392636,0.072139771,0.302273154,0.014841255,0.002066504,0.009393199,0.012774751,0.145417653,0.412580318,0.060534325,0.032465336,0.082854244,0.018261752,0.2299628,0.004396348,0.013527224,MSZP-DK,#FF3232,0.51424535,Fidesz-KDNP,#FFA500,0.286084295,JOBBIK,#A8A8A8,0.13774429,0.061926065,#FFCAD2,MSZP-DK,#FF3232,0.567301757,File Tamás,#FFA500,0.356768509,Koleszár István,#E5A3AD,0.040495858,0.035433876,#FFCAD2
salgotarjan,Salgótarján,0.430011144,0.062503028,0.193614032,0.063956587,0.197005669,0.020349823,0.004506032,0.015310819,0.012742865,0.05219444,0.471848225,0.060150376,0.036719706,0.12738241,0.014163315,0.211400595,0.00987935,0.016261584,MSZP-DK-EGYÜTT-TVE-ST,#FF3232,0.428776519,Fidesz-KDNP,#FFA500,0.424788643,JOBBIK,#A8A8A8,0.121311214,0.025123624,#FFCAD2,SSZE-DK-JOBBIK-LMP-MOMENTUM-MSZP-PÁRBESZÉD-TVE,#AAF624,0.486297633,Fidesz-KDNP,#FFA500,0.467181949,Mi Hazánk,#4C924C,0.029508096,0.017012322,#FFCAD2
sarbogard,Sárbogárd,0.545234455,0.051223242,0.064857288,0.050203874,0.237640163,0.023700306,0.005988787,0.012487258,0.008664628,0.072717479,0.633180716,0.041745219,0.038244008,0.034204148,0.0134662,0.148666846,0.003501212,0.014274172,FIDESZ,#FFA500,0.641420736,JOBBIK,#A8A8A8,0.21023766,DK-MSZP,#0000CE,0.148341604,0,#FFCAD2,Fidesz-KDNP,#FFA500,0.713829647,DK,#0000CE,0.286170353,N/A,#FFFFFF,0,0,#FFCAD2
sarkad,Sarkad,0.583203386,0.032301181,0.104032078,0.034974382,0.215638227,0.006683003,0.002004901,0.00757407,0.013588773,0.096108022,0.610802224,0.044876886,0.032565528,0.055599682,0.017871326,0.117156473,0.006354249,0.018665608,Fidesz-KDNP,#FFA500,0.428792228,Városszépítő Egy.,#F2A175,0.313093398,Lovas Egy. Sarkad,#E5A3AD,0.242879223,0.015235151,#FFCAD2,Fidesz-KDNP,#FFA500,1,N/A,#FFFFFF,0,N/A,#FFFFFF,0,0,#FFCAD2
sarospatak,Sárospatak,0.461649319,0.089351481,0.124579664,0.048038431,0.220976781,0.011048839,0.003202562,0.011689351,0.029463571,0.082191781,0.522323694,0.074581431,0.032724505,0.076103501,0.01978691,0.165905632,0.004058853,0.022323694,Fidesz-KDNP,#FFA500,1,N/A,#FFFFFF,0,N/A,#FFFFFF,0,0,#FFCAD2,Fidesz-KDNP,#FFA500,0.62795928,Patakért,#F2A175,0.37204072,N/A,#FFFFFF,0,0,#FFCAD2
sarvar,Sárvár,0.510052491,0.087055561,0.126770328,0.03347529,0.166782213,0.040903239,0.003466376,0.017728038,0.013766465,0.066349038,0.553026293,0.087347803,0.02541027,0.071642845,0.020998765,0.149814717,0.004235045,0.021175225,Fidesz-KDNP,#FFA500,0.69375,MSZP-1099-1,#FF3232,0.24625,JOBBIK,#A8A8A8,0.06,0,#FFCAD2,Fidesz-KDNP,#FFA500,0.65893083,Híd a Jövőnkért Egyesület,#F2A175,0.34106917,N/A,#FFFFFF,0,0,#FFCAD2
satoraljaujhely,Sátoraljaújhely,0.418037603,0.075107716,0.119663141,0.05542499,0.260282021,0.027027027,0.004014884,0.014296906,0.026145711,0.070410729,0.514459346,0.056789606,0.038348701,0.077535624,0.012992456,0.20620285,0.004400671,0.018860017,Fidesz-KDNP,#FFA500,0.722758055,JOBBIK,#A8A8A8,0.145085163,MSZP,#FF3232,0.132156782,0,#FFCAD2,Fidesz-KDNP,#FFA500,0.627289205,MSZP-Jobbik,#FF3232,0.341999365,Független,#E5A3AD,0.03071143,0,#FFCAD2
siklos,Siklós,0.458909683,0.066110659,0.136899919,0.067127746,0.219690806,0.019121237,0.004882018,0.017493897,0.009764036,0.058293076,0.526247987,0.073429952,0.034782609,0.06215781,0.017069243,0.196135266,0.004830918,0.02705314,Dr. Marenics János,#E5A3AD,0.4118,Fidesz-KDNP,#FFA500,0.300488599,Ottó Krisztián Ottó,#E5A3AD,0.196,0.0918,#FFCAD2,0,0,0,0,0,0,0,0,0,0,#FFCAD2
siofok,Siófok,0.461688629,0.071437286,0.127318204,0.052281601,0.223279649,0.035139092,0.004575403,0.016532455,0.007747682,0.061470023,0.525022748,0.094125973,0.029218481,0.057931453,0.017996158,0.190172884,0.002628652,0.021433627,Dr. Lengyel Róbert,#E5A3AD,0.6216,Fidesz-KDNP,#FFA500,0.35061831,Kelemen László Zoltán,#E5A3AD,0.0277,0,#FFCAD2,BSE,#AAF624,0.458423129,Fidesz-KDNP,#FFA500,0.371851926,ESE,#F2A175,0.113149964,0.056574982,#FFCAD2
solymar,Solymár,0.479547987,0.143084514,0.10504536,0.064300493,0.108546873,0.055069234,0.009708738,0.028330415,0.006366385,0.029318542,0.535855784,0.1590729,0.017432647,0.051307448,0.032091918,0.136291601,0.000792393,0.037836767,Fidesz-KDNP,#FFA500,1,N/A,#FFFFFF,0,N/A,#FFFFFF,0,0,#FFCAD2,Fidesz-KDNP,#FFA500,0.620596312,Budakörnyék Fejlődéséért Egyesület,#AAF624,0.379403688,N/A,#FFFFFF,0,0,#FFCAD2
sopron,Sopron,0.507310109,0.077669903,0.136207881,0.04486008,0.154254712,0.043546545,0.00391205,0.022558538,0.009680183,0.049115505,0.551716961,0.104183143,0.032882414,0.064516129,0.02351717,0.146472425,0.002788762,0.024807492,Fidesz-KDNP,#FFA500,0.459909082,Független,#E5A3AD,0.4292,JOBBIK,#A8A8A8,0.097108038,0.0137,#FFCAD2,Fidesz-KDNP,#FFA500,0.581533164,Független,#E5A3AD,0.399446173,Párbeszéd,#62C400,0.019020664,0,#FFCAD2
szarvas,Szarvas,0.502086563,0.066412305,0.106235841,0.042327411,0.239418147,0.017527125,0.003100036,0.012400143,0.010492429,0.105888808,0.5082297,0.076810534,0.057607901,0.067117776,0.021762985,0.131492319,0.006035113,0.025054865,Fidesz-KDNP,#FFA500,0.512058024,NACSE,#F2A175,0.217769719,JOBBIK,#A8A8A8,0.183318223,0.086854034,#FFCAD2,Fidesz-KDNP,#FFA500,0.456245625,Pártai Lúcia,#E5A3AD,0.160516957,Jobbik,#A8A8A8,0.142947549,0.24028987,#FFCAD2
szazhalombatta,Százhalombatta,0.402092127,0.078363002,0.160396403,0.076619563,0.200036704,0.038080382,0.006790237,0.022664709,0.014956873,0.050820842,0.430264097,0.112491078,0.034261242,0.063383298,0.025553176,0.245824411,0.004996431,0.032405425,ÉSZKE,#F2A175,0.697015149,Fidesz-KDNP,#FFA500,0.211189441,MSZP,#FF3232,0.09179541,0,#FFCAD2,ÉSZKE,#FFA500,0.543789061,A Mi Városunk Jövőjéért-DK-MOMENTUM-JOBBIK,#1D52E2,0.456210939,N/A,#FFFFFF,0,0,#FFCAD2
szeged,Szeged,0.370663298,0.105514035,0.22264215,0.050384305,0.155038431,0.045352244,0.008981273,0.031391991,0.010032273,0.032069284,0.407567477,0.129151602,0.036172538,0.185689061,0.023324645,0.14500967,0.003010174,0.038005549,MSZP-DK-EGYÜTT-PM-Szegedért,#FF3232,0.582152173,Fidesz-KDNP-L.É.T. EGYESÜLET,#FFA500,0.368804802,JOBBIK,#A8A8A8,0.032700588,0.016342437,#FFCAD2,Összefogás Szegedért Egyesület,#AAF624,0.526741521,Nemesi Pál,#FFA500,0.381295053,Tisza Koalíció,#F2A175,0.054096133,0.037867293,#FFCAD2
